"filename", "language", "Python", "JSON", "Shell Script", "Markdown", "CSS", "HTML", "JavaScript", "comment", "blank", "total"
"d:\Luann_Project\luann\local_llm\llamacpp\settings.py", "Python", 15, 0, 0, 0, 0, 0, 0, 7, 1, 23
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\airoboros.py", "Python", 349, 0, 0, 0, 0, 0, 0, 41, 64, 454
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\chatml.py", "Python", 344, 0, 0, 0, 0, 0, 0, 64, 65, 473
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\configurable_wrapper.py", "Python", 329, 0, 0, 0, 0, 0, 0, 19, 41, 389
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\dolphin.py", "Python", 171, 0, 0, 0, 0, 0, 0, 39, 38, 248
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\llama3.py", "Python", 254, 0, 0, 0, 0, 0, 0, 51, 45, 350
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\simple_summary_wrapper.py", "Python", 119, 0, 0, 0, 0, 0, 0, 15, 24, 158
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\wrapper_base.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 4, 12
"d:\Luann_Project\luann\local_llm\llm_chat_completion_wrappers\zephyr.py", "Python", 262, 0, 0, 0, 0, 0, 0, 36, 49, 347
"d:\Luann_Project\luann\local_llm\lmstudio\api.py", "Python", 66, 0, 0, 0, 0, 0, 0, 17, 18, 101
"d:\Luann_Project\luann\local_llm\lmstudio\settings.py", "Python", 17, 0, 0, 0, 0, 0, 0, 12, 1, 30
"d:\Luann_Project\luann\local_llm\ollama\api.py", "Python", 56, 0, 0, 0, 0, 0, 0, 19, 15, 90
"d:\Luann_Project\luann\local_llm\ollama\settings.py", "Python", 21, 0, 0, 0, 0, 0, 0, 11, 1, 33
"d:\Luann_Project\luann\local_llm\settings\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\local_llm\settings\deterministic_mirostat.py", "Python", 35, 0, 0, 0, 0, 0, 0, 9, 2, 46
"d:\Luann_Project\luann\local_llm\settings\settings.py", "Python", 55, 0, 0, 0, 0, 0, 0, 9, 11, 75
"d:\Luann_Project\luann\local_llm\settings\simple.py", "Python", 18, 0, 0, 0, 0, 0, 0, 10, 1, 29
"d:\Luann_Project\luann\local_llm\utils.py", "Python", 194, 0, 0, 0, 0, 0, 0, 26, 47, 267
"d:\Luann_Project\luann\local_llm\vllm\api.py", "Python", 44, 0, 0, 0, 0, 0, 0, 6, 14, 64
"d:\Luann_Project\luann\local_llm\webui\api.py", "Python", 43, 0, 0, 0, 0, 0, 0, 5, 13, 61
"d:\Luann_Project\luann\local_llm\webui\legacy_api.py", "Python", 42, 0, 0, 0, 0, 0, 0, 4, 13, 59
"d:\Luann_Project\luann\local_llm\webui\legacy_settings.py", "Python", 16, 0, 0, 0, 0, 0, 0, 7, 1, 24
"d:\Luann_Project\luann\local_llm\webui\settings.py", "Python", 15, 0, 0, 0, 0, 0, 0, 9, 1, 25
"d:\Luann_Project\luann\log.py", "Python", 69, 0, 0, 0, 0, 0, 0, 33, 6, 108
"d:\Luann_Project\luann\main.py", "Python", 19, 0, 0, 0, 0, 0, 0, 3, 11, 33
"d:\Luann_Project\luann\memory.py", "Python", 29, 0, 0, 0, 0, 0, 0, 36, 14, 79
"d:\Luann_Project\luann\offline_memory_agent.py", "Python", 136, 0, 0, 0, 0, 0, 0, 2, 36, 174
"d:\Luann_Project\luann\openai_backcompat\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\openai_backcompat\openai_object.py", "Python", 343, 0, 0, 0, 0, 0, 0, 37, 66, 446
"d:\Luann_Project\luann\openapi_luann.json", "JSON", 0, 10461, 0, 0, 0, 0, 0, 0, 0, 10461
"d:\Luann_Project\luann\openapi_openai.json", "JSON", 0, 4776, 0, 0, 0, 0, 0, 0, 0, 4776
"d:\Luann_Project\luann\orm\__all__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 13, 2, 16
"d:\Luann_Project\luann\orm\__init__.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\Luann_Project\luann\orm\agent.py", "Python", 128, 0, 0, 0, 0, 0, 0, 14, 20, 162
"d:\Luann_Project\luann\orm\agents_tags.py", "Python", 9, 0, 0, 0, 0, 0, 0, 5, 9, 23
"d:\Luann_Project\luann\orm\base.py", "Python", 71, 0, 0, 0, 0, 0, 0, 3, 20, 94
"d:\Luann_Project\luann\orm\block.py", "Python", 67, 0, 0, 0, 0, 0, 0, 4, 13, 84
"d:\Luann_Project\luann\orm\blocks_agents.py", "Python", 20, 0, 0, 0, 0, 0, 0, 1, 5, 26
"d:\Luann_Project\luann\orm\custom_columns.py", "Python", 121, 0, 0, 0, 0, 0, 0, 1, 35, 157
"d:\Luann_Project\luann\orm\enums.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 6, 19
"d:\Luann_Project\luann\orm\errors.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 7, 20
"d:\Luann_Project\luann\orm\file.py", "Python", 23, 0, 0, 0, 0, 0, 0, 1, 9, 33
"d:\Luann_Project\luann\orm\job.py", "Python", 39, 0, 0, 0, 0, 0, 0, 4, 8, 51
"d:\Luann_Project\luann\orm\job_messages.py", "Python", 24, 0, 0, 0, 0, 0, 0, 1, 9, 34
"d:\Luann_Project\luann\orm\message.py", "Python", 43, 0, 0, 0, 0, 0, 0, 8, 15, 66
"d:\Luann_Project\luann\orm\mixins.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 33, 80
"d:\Luann_Project\luann\orm\organization.py", "Python", 45, 0, 0, 0, 0, 0, 0, 12, 12, 69
"d:\Luann_Project\luann\orm\passage.py", "Python", 65, 0, 0, 0, 0, 0, 0, 3, 23, 91
"d:\Luann_Project\luann\orm\provider.py", "Python", 14, 0, 0, 0, 0, 0, 0, 1, 9, 24
"d:\Luann_Project\luann\orm\sandbox_config.py", "Python", 48, 0, 0, 0, 0, 0, 0, 7, 18, 73
"d:\Luann_Project\luann\orm\source.py", "Python", 32, 0, 0, 0, 0, 0, 0, 17, 15, 64
"d:\Luann_Project\luann\orm\sources_agents.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 5, 13
"d:\Luann_Project\luann\orm\sqlalchemy_base.py", "Python", 379, 0, 0, 0, 0, 0, 0, 34, 79, 492
"d:\Luann_Project\luann\orm\sqlite_functions.py", "Python", 106, 0, 0, 0, 0, 0, 0, 7, 27, 140
"d:\Luann_Project\luann\orm\step.py", "Python", 43, 0, 0, 0, 0, 0, 0, 2, 10, 55
"d:\Luann_Project\luann\orm\tool.py", "Python", 31, 0, 0, 0, 0, 0, 0, 10, 11, 52
"d:\Luann_Project\luann\orm\tools_agents.py", "Python", 9, 0, 0, 0, 0, 0, 0, 1, 5, 15
"d:\Luann_Project\luann\orm\user.py", "Python", 17, 0, 0, 0, 0, 0, 0, 9, 10, 36
"d:\Luann_Project\luann\personas\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\prompts\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\prompts\gpt_summarize.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Luann_Project\luann\prompts\gpt_system.py", "Python", 18, 0, 0, 0, 0, 0, 0, 4, 5, 27
"d:\Luann_Project\luann\schemas\agent.py", "Python", 162, 0, 0, 0, 0, 0, 0, 20, 41, 223
"d:\Luann_Project\luann\schemas\block.py", "Python", 99, 0, 0, 0, 0, 0, 0, 13, 48, 160
"d:\Luann_Project\luann\schemas\embedding_config.py", "Python", 69, 0, 0, 0, 0, 0, 0, 1, 10, 80
"d:\Luann_Project\luann\schemas\embedding_config_overrides.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\Luann_Project\luann\schemas\enums.py", "Python", 34, 0, 0, 0, 0, 0, 0, 1, 10, 45
"d:\Luann_Project\luann\schemas\environment_variables.py", "Python", 35, 0, 0, 0, 0, 0, 0, 3, 25, 63
"d:\Luann_Project\luann\schemas\file.py", "Python", 21, 0, 0, 0, 0, 0, 0, 1, 10, 32
"d:\Luann_Project\luann\schemas\healty.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"d:\Luann_Project\luann\schemas\job.py", "Python", 43, 0, 0, 0, 0, 0, 0, 4, 10, 57
"d:\Luann_Project\luann\schemas\llm_config.py", "Python", 88, 0, 0, 0, 0, 0, 0, 6, 9, 103
"d:\Luann_Project\luann\schemas\llm_config_overrides.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 2, 39
"d:\Luann_Project\luann\schemas\luann_base.py", "Python", 59, 0, 0, 0, 0, 0, 0, 14, 15, 88
"d:\Luann_Project\luann\schemas\luann_message.py", "Python", 181, 0, 0, 0, 0, 0, 0, 15, 62, 258
"d:\Luann_Project\luann\schemas\luann_request.py", "Python", 23, 0, 0, 0, 0, 0, 0, 1, 3, 27
"d:\Luann_Project\luann\schemas\luann_response.py", "Python", 142, 0, 0, 0, 0, 0, 0, 6, 15, 163
"d:\Luann_Project\luann\schemas\memory.py", "Python", 165, 0, 0, 0, 0, 0, 0, 18, 55, 238
"d:\Luann_Project\luann\schemas\message.py", "Python", 663, 0, 0, 0, 0, 0, 0, 88, 92, 843
"d:\Luann_Project\luann\schemas\openai\chat_completion_request.py", "Python", 78, 0, 0, 0, 0, 0, 0, 10, 36, 124
"d:\Luann_Project\luann\schemas\openai\chat_completion_response.py", "Python", 89, 0, 0, 0, 0, 0, 0, 17, 33, 139
"d:\Luann_Project\luann\schemas\openai\chat_completions.py", "Python", 78, 0, 0, 0, 0, 0, 0, 10, 35, 123
"d:\Luann_Project\luann\schemas\openai\embedding_response.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 5, 12
"d:\Luann_Project\luann\schemas\openai\openai.py", "Python", 116, 0, 0, 0, 0, 0, 0, 0, 42, 158
"d:\Luann_Project\luann\schemas\organization.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 8, 20
"d:\Luann_Project\luann\schemas\passage.py", "Python", 51, 0, 0, 0, 0, 0, 0, 8, 24, 83
"d:\Luann_Project\luann\schemas\providers.py", "Python", 468, 0, 0, 0, 0, 0, 0, 106, 139, 713
"d:\Luann_Project\luann\schemas\run.py", "Python", 43, 0, 0, 0, 0, 0, 0, 2, 17, 62
"d:\Luann_Project\luann\schemas\sandbox_config.py", "Python", 89, 0, 0, 0, 0, 0, 0, 6, 36, 131
"d:\Luann_Project\luann\schemas\source.py", "Python", 49, 0, 0, 0, 0, 0, 0, 4, 17, 70
"d:\Luann_Project\luann\schemas\step.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 8, 32
"d:\Luann_Project\luann\schemas\tool.py", "Python", 95, 0, 0, 0, 0, 0, 0, 115, 44, 254
"d:\Luann_Project\luann\schemas\tool_rule.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 17, 50
"d:\Luann_Project\luann\schemas\usage.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Luann_Project\luann\schemas\user.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 10, 38
"d:\Luann_Project\luann\server\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\server\constants.py", "Python", 3, 0, 0, 0, 0, 0, 0, 2, 2, 7
"d:\Luann_Project\luann\server\generate_openapi_schema.sh", "Shell Script", 0, 0, 7, 0, 0, 0, 0, 3, 2, 12
"d:\Luann_Project\luann\server\rest_api\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\server\rest_api\app.py", "Python", 124, 0, 0, 0, 0, 0, 0, 64, 45, 233
"d:\Luann_Project\luann\server\rest_api\auth\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\server\rest_api\auth\index.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 14, 44
"d:\Luann_Project\luann\server\rest_api\auth_token.py", "Python", 16, 0, 0, 0, 0, 0, 0, 1, 6, 23
"d:\Luann_Project\luann\server\rest_api\chat_completions_interface.py", "Python", 204, 0, 0, 0, 0, 0, 0, 16, 37, 257
"d:\Luann_Project\luann\server\rest_api\interface.py", "Python", 656, 0, 0, 0, 0, 0, 0, 239, 172, 1067
"d:\Luann_Project\luann\server\rest_api\optimistic_json_parser.py", "Python", 151, 0, 0, 0, 0, 0, 0, 10, 25, 186
"d:\Luann_Project\luann\server\rest_api\routers\openai\chat_completions\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\server\rest_api\routers\openai\chat_completions\chat_completions.py", "Python", 122, 0, 0, 0, 0, 0, 0, 13, 27, 162
"d:\Luann_Project\luann\server\rest_api\routers\v1\__init__.py", "Python", 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
"d:\Luann_Project\luann\server\rest_api\routers\v1\agents.py", "Python", 515, 0, 0, 0, 0, 0, 0, 18, 87, 620
"d:\Luann_Project\luann\server\rest_api\routers\v1\blocks.py", "Python", 77, 0, 0, 0, 0, 0, 0, 1, 17, 95
"d:\Luann_Project\luann\server\rest_api\routers\v1\health.py", "Python", 13, 0, 0, 0, 0, 0, 0, 1, 7, 21
"d:\Luann_Project\luann\server\rest_api\routers\v1\jobs.py", "Python", 61, 0, 0, 0, 0, 0, 0, 4, 17, 82
"d:\Luann_Project\luann\server\rest_api\routers\v1\llms.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 11, 33
"d:\Luann_Project\luann\server\rest_api\routers\v1\organizations.py", "Python", 49, 0, 0, 0, 0, 0, 0, 1, 12, 62
"d:\Luann_Project\luann\server\rest_api\routers\v1\providers.py", "Python", 60, 0, 0, 0, 0, 0, 0, 0, 14, 74
"d:\Luann_Project\luann\server\rest_api\routers\v1\runs.py", "Python", 128, 0, 0, 0, 0, 0, 0, 0, 28, 156
"d:\Luann_Project\luann\server\rest_api\routers\v1\sandbox_configs.py", "Python", 94, 0, 0, 0, 0, 0, 0, 2, 29, 125
"d:\Luann_Project\luann\server\rest_api\routers\v1\sources.py", "Python", 160, 0, 0, 0, 0, 0, 0, 11, 40, 211
"d:\Luann_Project\luann\server\rest_api\routers\v1\tags.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 8, 28
"d:\Luann_Project\luann\server\rest_api\routers\v1\tools.py", "Python", 144, 0, 0, 0, 0, 0, 0, 11, 27, 182
"d:\Luann_Project\luann\server\rest_api\routers\v1\users.py", "Python", 60, 0, 0, 0, 0, 0, 0, 3, 16, 79
"d:\Luann_Project\luann\server\rest_api\static_files.py", "Python", 46, 0, 0, 0, 0, 0, 0, 0, 13, 59
"d:\Luann_Project\luann\server\rest_api\utils.py", "Python", 78, 0, 0, 0, 0, 0, 0, 12, 31, 121
"d:\Luann_Project\luann\server\server.py", "Python", 950, 0, 0, 0, 0, 0, 0, 192, 231, 1373
"d:\Luann_Project\luann\server\startup.sh", "Shell Script", 0, 0, 33, 0, 0, 0, 0, 8, 10, 51
"d:\Luann_Project\luann\server\static_files\assets\index-c99fd5b4.js", "JavaScript", 0, 0, 0, 0, 0, 0, 96, 100, 13, 209
"d:\Luann_Project\luann\server\static_files\assets\index-cc4e30b1.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"d:\Luann_Project\luann\server\static_files\index.html", "HTML", 0, 0, 0, 0, 0, 36, 0, 0, 4, 40
"d:\Luann_Project\luann\server\utils.py", "Python", 40, 0, 0, 0, 0, 0, 0, 0, 7, 47
"d:\Luann_Project\luann\server\ws_api\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\server\ws_api\example_client.py", "Python", 74, 0, 0, 0, 0, 0, 0, 10, 23, 107
"d:\Luann_Project\luann\server\ws_api\interface.py", "Python", 79, 0, 0, 0, 0, 0, 0, 6, 24, 109
"d:\Luann_Project\luann\server\ws_api\protocol.py", "Python", 86, 0, 0, 0, 0, 0, 0, 2, 25, 113
"d:\Luann_Project\luann\server\ws_api\server.py", "Python", 108, 0, 0, 0, 0, 0, 0, 12, 27, 147
"d:\Luann_Project\luann\services\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Luann_Project\luann\services\agent_manager.py", "Python", 875, 0, 0, 0, 0, 0, 0, 110, 145, 1130
"d:\Luann_Project\luann\services\block_manager.py", "Python", 108, 0, 0, 0, 0, 0, 0, 6, 15, 129
"d:\Luann_Project\luann\services\helpers\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Luann_Project\luann\services\helpers\agent_manager_helper.py", "Python", 208, 0, 0, 0, 0, 0, 0, 22, 47, 277
"d:\Luann_Project\luann\services\job_manager.py", "Python", 284, 0, 0, 0, 0, 0, 0, 17, 55, 356
"d:\Luann_Project\luann\services\message_manager.py", "Python", 182, 0, 0, 0, 0, 0, 0, 10, 27, 219
"d:\Luann_Project\luann\services\organization_manager.py", "Python", 65, 0, 0, 0, 0, 0, 0, 4, 13, 82
"d:\Luann_Project\luann\services\passage_manager.py", "Python", 153, 0, 0, 0, 0, 0, 0, 13, 25, 191
"d:\Luann_Project\luann\services\per_agent_lock_manager.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 5, 18
"d:\Luann_Project\luann\services\provider_manager.py", "Python", 53, 0, 0, 0, 0, 0, 0, 6, 16, 75
"d:\Luann_Project\luann\services\sandbox_config_manager.py", "Python", 239, 0, 0, 0, 0, 0, 0, 10, 32, 281
"d:\Luann_Project\luann\services\source_manager.py", "Python", 136, 0, 0, 0, 0, 0, 0, 9, 23, 168
"d:\Luann_Project\luann\services\step_manager.py", "Python", 75, 0, 0, 0, 0, 0, 0, 0, 14, 89
"d:\Luann_Project\luann\services\tool_execution_sandbox.py", "Python", 345, 0, 0, 0, 0, 0, 0, 52, 87, 484
"d:\Luann_Project\luann\services\tool_manager.py", "Python", 155, 0, 0, 0, 0, 0, 0, 24, 33, 212
"d:\Luann_Project\luann\services\user_manager.py", "Python", 82, 0, 0, 0, 0, 0, 0, 8, 21, 111
"d:\Luann_Project\luann\settings.py", "Python", 101, 0, 0, 0, 0, 0, 0, 41, 39, 181
"d:\Luann_Project\luann\streaming_interface.py", "Python", 284, 0, 0, 0, 0, 0, 0, 20, 91, 395
"d:\Luann_Project\luann\streaming_utils.py", "Python", 239, 0, 0, 0, 0, 0, 0, 10, 28, 277
"d:\Luann_Project\luann\system.py", "Python", 171, 0, 0, 0, 0, 0, 0, 16, 39, 226
"d:\Luann_Project\luann\utils.py", "Python", 917, 0, 0, 0, 0, 0, 0, 78, 173, 1168
"Total", "-", 25643, 15237, 40, 2, 1, 36, 96, 3679, 5990, 50724
